RegionType,RegionName,StateName,MSAName,AllHomes_Tier1,AllHomes_Tier2,AllHomes_Tier3,AllHomes_AllTiers,UWHomes_Tier1,UWHomes_Tier2,UWHomes_Tier3,UWHomes_AllTiers,UWHomes_TotalValue_Tier1,UWHomes_TotalValue_Tier2,UWHomes_TotalValue_Tier3,UWHomes_TotalValue_AllTiers,UWHomes_MedianValue_AllTiers,AllHomes_Tier1_ShareUW,AllHomes_Tier2_ShareUW,AllHomes_Tier3_ShareUW,AllHomes_AllTiers_ShareUW,UWHomes_ShareInTier1,UWHomes_ShareInTier2,UWHomes_ShareInTier3
Zip,8223,New Jersey,NA,707,667,534,1908,138,24,36,198,28511577,6813185,32237635,67562397,195685,0.195190948,0.035982009,0.06741573,0.103773585,0.696969697,0.121212121,0.181818182
Zip,8225,New Jersey,NA,1123,1007,1007,3137,119,3,12,134,11124155,607289,3536041,15267485,96788,0.105966162,0.002979146,0.011916584,0.042715971,0.888059701,0.02238806,0.089552239
Zip,8226,New Jersey,NA,3955,4093,4141,12189,3268,3441,2940,9649,1086065598,1900998267,3512952556,6500016421,535266,0.826295828,0.84070364,0.709973436,0.791615391,0.338687947,0.356617266,0.304694787
Zip,8232,New Jersey,NA,1761,1715,1607,5083,191,153,115,459,20798957,25199681,26865785,72864423,134510,0.108461102,0.089212828,0.071561917,0.090301003,0.416122004,0.333333333,0.250544662
Zip,8234,New Jersey,NA,4696,4873,4746,14315,113,203,150,466,17007974,41812974,45946762,104767710,215258.5,0.024063032,0.041658116,0.031605563,0.032553266,0.24248927,0.435622318,0.321888412
Zip,8243,New Jersey,NA,2134,2132,2132,6398,1973,2026,1713,5712,870577129,1390690837,1729458941,3990726907,681854,0.924554827,0.950281426,0.803470919,0.892778993,0.345413165,0.354691877,0.299894958
Zip,8244,New Jersey,NA,1250,1277,1317,3844,197,357,520,1074,30351817,67920859,188915798,287188474,213686.5,0.1576,0.279561472,0.39483675,0.279396462,0.183426443,0.332402235,0.484171322
Zip,8247,New Jersey,NA,967,978,1084,3029,846,838,657,2341,533710733,1141050943,1530120884,3204882560,1110928,0.874870734,0.856850716,0.606088561,0.772862331,0.361384024,0.357966681,0.280649295
Zip,8248,New Jersey,NA,115,120,128,363,115,119,112,346,64359998,103311962,143768855,311440815,877741,1,0.991666667,0.875,0.953168044,0.332369942,0.343930636,0.323699422
Zip,8251,New Jersey,NA,2374,2001,1896,6271,957,641,467,2065,143167973,115730138,171904649,430802760,162426,0.403117102,0.32033983,0.246308017,0.329293574,0.463438257,0.310411622,0.226150121
Zip,8260,New Jersey,NA,6632,6372,6447,19451,5330,5716,5409,16455,1081733932,1752006054,2638679962,5472419948,292354,0.803679131,0.897049592,0.838994881,0.845971929,0.323913704,0.34737162,0.328714676
Zip,8270,New Jersey,NA,1180,1004,938,3122,66,88,106,260,14568996,22820690,46468622,83858308,268377,0.055932203,0.087649402,0.113006397,0.083279949,0.253846154,0.338461538,0.407692308
Zip,8302,New Jersey,NA,3855,4178,3815,11848,77,21,39,137,7323880,2763291,8931112,19018283,116326,0.01997406,0.005026328,0.010222805,0.011563133,0.562043796,0.153284672,0.284671533
Zip,8321,New Jersey,NA,159,53,34,246,100,47,31,178,10670271,6593810,5894980,23159061,123228,0.628930818,0.886792453,0.911764706,0.723577236,0.561797753,0.264044944,0.174157303
Zip,8330,New Jersey,NA,3251,2957,3078,9286,41,24,79,144,5331514,3866834,25335652,3.45E+07,193802,0.012611504,0.008116334,0.025666017,0.015507215,0.284722222,0.166666667,0.548611111
Zip,8332,New Jersey,NA,3729,3809,3893,11431,93,34,66,193,8116050,5054518,17378975,30549543,136779,0.024939662,0.008926227,0.016953506,0.016883912,0.481865285,0.176165803,0.341968912
Zip,8345,New Jersey,NA,124,161,216,501,76,104,162,342,8523463,14903449,32060959,55487871,154744.5,0.612903226,0.645962733,0.75,0.682634731,0.222222222,0.304093567,0.473684211
Zip,8349,New Jersey,NA,327,332,276,935,138,132,103,373,14550146,17605737,17553664,49709547,129876,0.422018349,0.397590361,0.373188406,0.398930481,0.36997319,0.353887399,0.27613941
Zip,8401,New Jersey,NA,3482,3493,3454,10429,2795,2594,2234,7623,241110174,328972921,562668367,1132751462,120290,0.802699598,0.742628113,0.646786335,0.730942564,0.366653548,0.340285977,0.293060475
Zip,8402,New Jersey,NA,2164,2161,2190,6515,1974,1902,1917,5793,616699196,925353711,1966002254,3508055161,481229,0.91219963,0.88014808,0.875342466,0.889178818,0.340756085,0.328327292,0.330916624
Zip,8403,New Jersey,NA,521,527,629,1677,521,505,566,1592,276284876,413739448,1166470079,1856494403,744850,1,0.958254269,0.899841017,0.949314252,0.327261307,0.317211055,0.355527638
Zip,8406,New Jersey,NA,1997,1964,1990,5951,1629,1766,874,4269,275951720,469460287,434281319,1179693326,239964,0.815723585,0.899185336,0.43919598,0.717358427,0.381588194,0.413680019,0.204731787
Zip,8721,New Jersey,NA,167,1900,5880,7947,49,217,2023,2289,6755096,42539218,879969295,929263609,358823,0.293413174,0.114210526,0.344047619,0.28803322,0.021406728,0.094801223,0.883792049
Zip,8723,New Jersey,NA,3896,4174,4308,12378,366,712,2416,3494,71551850,193546511,1238343395,1503441756,379338,0.093942505,0.17057978,0.560817084,0.282275004,0.104751002,0.203777905,0.691471093
Zip,8724,New Jersey,NA,5768,5438,5317,16523,9,79,674,762,1836993,22300823,447780645,471918461,518862.5,0.001560333,0.0145274,0.126763212,0.046117533,0.011811024,0.103674541,0.884514436
Zip,8730,New Jersey,NA,658,654,657,1969,49,63,97,209,21018197,38187933,164118268,223324398,664376,0.074468085,0.096330275,0.147640791,0.106145251,0.234449761,0.301435407,0.464114833
Zip,8731,New Jersey,NA,3184,3073,2493,8750,497,645,1271,2413,86837025,168244306,589475229,844556560,315292,0.156092965,0.209892613,0.509827517,0.275771429,0.205967675,0.267302114,0.526730211
Zip,8734,New Jersey,NA,673,798,1376,2847,234,258,461,953,46095086,68403281,236276491,350774858,308349,0.34769688,0.323308271,0.33502907,0.334738321,0.245540399,0.270724029,0.483735572
Zip,8735,New Jersey,NA,2177,2189,2194,6560,1795,1960,1700,5455,593773471,1114308354,1743451636,3451533461,559711,0.824529169,0.895386021,0.774840474,0.831554878,0.329055912,0.359303391,0.311640697
Zip,8736,New Jersey,NA,1390,1825,2138,5353,346,431,488,1265,160840101,269161302,447394366,877395769,655482,0.248920863,0.236164384,0.228250702,0.236316084,0.273517787,0.340711462,0.385770751
Zip,8738,New Jersey,NA,159,196,1382,1737,158,186,966,1310,222081747,435681286,1328923666,1986686699,1202297.5,0.993710692,0.948979592,0.698986975,0.754173863,0.120610687,0.141984733,0.73740458
Zip,8740,New Jersey,NA,339,359,354,1052,256,255,289,800,36500073,50733244,110627408,197860725,204474,0.755162242,0.710306407,0.816384181,0.760456274,0.32,0.31875,0.36125
Zip,8742,New Jersey,NA,3823,3836,4051,11710,1154,1424,2040,4618,507619331,914726022,1897143409,3319488762,559830.5,0.30185718,0.371220021,0.503579363,0.394363792,0.249891728,0.308358597,0.441749675
Zip,8751,New Jersey,NA,1363,1368,1420,4151,1334,1270,1256,3860,274780356,396627787,662963412,1334371555,301438.5,0.978723404,0.928362573,0.884507042,0.929896411,0.345595855,0.329015544,0.325388601
Zip,8752,New Jersey,NA,692,691,1770,3153,465,562,1128,2155,171042305,309637290,709240077,1189919672,531340,0.671965318,0.813314038,0.637288136,0.683476055,0.215777262,0.260788863,0.523433875
Zip,8753,New Jersey,NA,8413,7777,7441,23631,1846,1217,2826,5889,362186669,334751131,1507209432,2204147232,306798,0.219422323,0.156487077,0.379787663,0.249206551,0.313465784,0.206656478,0.479877738
Zip,8758,New Jersey,NA,1270,1144,1389,3803,395,429,255,1079,75440972,126765840,135892736,338099548,283271,0.311023622,0.375,0.183585313,0.283723376,0.366079703,0.397590361,0.236329935
Zip,8872,New Jersey,NA,1770,1588,1700,5058,27,89,17,133,6590934,26995369,6138313,39724616,299657,0.015254237,0.05604534,0.01,0.026294978,0.203007519,0.669172932,0.127819549
Zip,8882,New Jersey,NA,1488,1482,1442,4412,90,30,14,134,19187866,7895374,4599014,31682254,233256.5,0.060483871,0.020242915,0.009708738,0.030371714,0.671641791,0.223880597,0.104477612
Zip,10004,New York,NA,1,286,980,1267,1,185,201,387,570490,138288474,520327265,659186229,1126341,1,0.646853147,0.205102041,0.305445935,0.002583979,0.478036176,0.519379845
Zip,10005,New York,NA,3,368,1217,1588,0,44,72,116,0,32976462,125572940,158549402,1328520.5,0,0.119565217,0.059161873,0.073047859,0,0.379310345,0.620689655
Zip,10006,New York,NA,0,388,338,726,0,4,138,142,0,3241718,289633338,292875056,1545676.5,0,0.010309278,0.408284024,0.195592287,0,0.028169014,0.971830986
Zip,10007,New York,NA,1,53,1377,1431,0,0,285,285,0,0,682741941,682741941,2033805,0,0,0.206971678,0.199161426,0,0,1
Zip,10009,New York,NA,3,256,784,1043,1,53,191,245,497696,40341401,1042585698,1083424795,1556215,0.333333333,0.20703125,0.243622449,0.234899329,0.004081633,0.216326531,0.779591837
Zip,10011,New York,NA,33,641,4868,5542,0,85,422,507,0,69443360,1361656554,1431099914,1158119,0,0.132605304,0.086688578,0.091483219,0,0.16765286,0.83234714
Zip,10013,New York,NA,0,580,4009,4589,0,0,475,475,0,0,2600543132,2600543132,4800421,0,0,0.118483412,0.10350839,0,0,1
Zip,10014,New York,NA,0,230,2945,3175,0,0,290,290,0,0,1552823765,1552823765,3249683,0,0,0.098471986,0.091338583,0,0,1
Zip,10016,New York,NA,310,2358,5332,8.00E+03,0,302,355,657,0,260646187,485749624,746395811,1142960,0,0.12807464,0.066579145,0.082125,0,0.459665145,0.540334855
Zip,10306,New York,NA,10535,4221,498,15254,828,57,2,887,352507955,37385474,1645313,391538742,439884,0.078595159,0.013503909,0.004016064,0.058148682,0.933483653,0.064261556,0.002254791
Zip,10308,New York,NA,5770,2206,65,8041,162,28,0,190,71991483,19999276,0,91990759,475185.5,0.028076256,0.012692656,0,0.023628902,0.852631579,0.147368421,0
Zip,10464,New York,NA,862,357,97,1316,76,22,15,113,35587188,16136383,17199493,68923064,503967,0.088167053,0.06162465,0.154639175,0.085866261,0.672566372,0.194690265,0.132743363
Zip,10465,New York,NA,5397,2148,169,7714,295,97,27,419,123619517,68275719,31169291,223064527,461731,0.054659996,0.045158287,0.159763314,0.054316827,0.704057279,0.23150358,0.064439141
Zip,10473,New York,NA,4562,518,14,5094,332,7,1,340,130497530,4534378,1015751,136047659,388438,0.072775099,0.013513514,0.071428571,0.06674519,0.976470588,0.020588235,0.002941176
Zip,10580,New York,NA,1440,1463,1495,4398,50,22,45,117,53551008,43375448,247744377,344670833,1768101,0.034722222,0.015037594,0.030100334,0.026603001,0.427350427,0.188034188,0.384615385
Zip,11096,New York,NA,446,439,429,1314,105,83,78,266,39428174,39559873,50367693,129355740,468599.5,0.235426009,0.189066059,0.181818182,0.202435312,0.394736842,0.312030075,0.293233083
Zip,11101,New York,NA,187,1146,1628,2961,6,130,221,357,3360389,98355604,273527142,375243135,1010519,0.032085561,0.113438045,0.135749386,0.120567376,0.016806723,0.364145658,0.619047619
Zip,11201,New York,NA,170,1259,5116,6545,0,4,128,132,0,2468497,304534068,307002565,2091972,0,0.003177125,0.025019547,0.020168067,0,0.03030303,0.96969697
Zip,11224,New York,NA,1889,525,563,2977,1610,246,160,2016,809903737,173926423,188648430,1172478590,522298,0.852302806,0.468571429,0.284191829,0.677191804,0.798611111,0.12202381,0.079365079
Zip,11229,New York,NA,2107,6427,2609,11143,1063,104,9,1176,495532297,73372648,8277457,577182402,484924,0.50450878,0.016181733,0.003449598,0.105537108,0.903911565,0.088435374,0.007653061
Zip,11231,New York,NA,19,637,3951,4607,0,10,260,270,0,7918090,572266038,580184128,2008032.5,0,0.015698587,0.065806125,0.058606468,0,0.037037037,0.962962963
Zip,11234,New York,NA,6907,10335,1153,18395,0,70,53,123,0,52855816,86612805,139468621,871119,0,0.006773101,0.045967042,0.0066866,0,0.569105691,0.430894309
Zip,11235,New York,NA,1616,5126,2516,9258,1072,1494,1307,3873,500941022,1135327990,2079522793,3715791805,796825,0.663366337,0.291455326,0.519475358,0.418340894,0.27678802,0.385747483,0.337464498
Zip,11236,New York,NA,7279,6687,47,14013,1265,977,0,2242,592326471,636751361,0,1229077832,569186,0.173787608,0.146104382,0,0.159994291,0.564228368,0.435771632,0
Zip,11414,New York,NA,1830,4072,101,6003,792,1709,29,2530,365697488,1202307873,32440626,1600445987,670921.5,0.432786885,0.419695481,0.287128713,0.421455939,0.313043478,0.675494071,0.011462451
Zip,11422,New York,NA,4930,1324,25,6279,477,312,6,795,227013341,204591298,4061862,435666501,535631,0.096754564,0.235649547,0.24,0.126612518,0.6,0.39245283,0.00754717
Zip,11509,New York,NA,388,396,413,1197,88,30,61,179,47074989,27853215,129705300,204633504,783800,0.226804124,0.075757576,0.147699758,0.149540518,0.491620112,0.167597765,0.340782123
Zip,11510,New York,NA,3193,3196,3144,9533,349,501,836,1686,123468434,213681838,472575344,809725616,446565.5,0.109301597,0.156758448,0.265903308,0.176859331,0.206998814,0.297153025,0.495848161
Zip,11516,New York,NA,581,570,564,1715,196,148,124,468,110275419,106261859,111249284,327786562,704768,0.337349398,0.259649123,0.219858156,0.272886297,0.418803419,0.316239316,0.264957265
Zip,11518,New York,NA,1025,1.00E+03,1039,3064,628,288,412,1328,229291895,146543495,291050078,666885468,470908.5,0.612682927,0.288,0.39653513,0.433420366,0.472891566,0.21686747,0.310240964
Zip,11520,New York,NA,2992,3010,2902,8904,1050,1318,1062,3430,323180096,479912160,546423339,1349515595,361608,0.350935829,0.437873754,0.365954514,0.385220126,0.306122449,0.38425656,0.309620991
Zip,11557,New York,NA,762,702,806,2270,184,108,85,377,134222458,112543632,157559856,404325946,811958,0.241469816,0.153846154,0.105459057,0.166079295,0.48806366,0.286472149,0.225464191
Zip,11558,New York,NA,786,781,771,2338,714,700,725,2139,271191420,329037605,515726891,1115955916,471271,0.908396947,0.896286812,0.940337224,0.914884517,0.333800842,0.327255727,0.338943432
Zip,11559,New York,NA,675,730,738,2143,164,138,93,395,100981885,160459087,194939411,456380383,1065320,0.242962963,0.189041096,0.12601626,0.184321045,0.415189873,0.349367089,0.235443038
Zip,11561,New York,NA,3253,3287,3197,9737,2195,1992,1778,5965,945656097,1140651534,1514492169,3600799800,561706,0.674761758,0.60602373,0.556146387,0.612611687,0.367979883,0.33394803,0.298072087
Zip,11566,New York,NA,3803,3814,3834,11451,330,481,1018,1829,145018865,263817289,853949039,1262785193,618920,0.0867736,0.126114316,0.26551904,0.159724042,0.180426463,0.262985238,0.5565883
Zip,11569,New York,NA,260,267,279,806,113,111,85,309,65353872,83621230,95441068,244416170,737293,0.434615385,0.415730337,0.304659498,0.38337469,0.365695793,0.359223301,0.275080906
Zip,11572,New York,NA,3142,3128,3094,9364,1098,1258,1712,4068,444820895,620500684,1163642911,2228964490,505987,0.349458943,0.402173913,0.553329024,0.434429731,0.269911504,0.309242871,0.420845624
Zip,11581,New York,NA,1577,1360,3021,5958,457,299,1665,2421,179112810,136499076,1129844387,1445456273,578499,0.289790742,0.219852941,0.551142006,0.406344411,0.188764973,0.123502685,0.687732342
Zip,11598,New York,NA,1116,1278,1263,3657,425,626,462,1513,282426427,485458959,515597396,1283482782,749063,0.380824373,0.489827856,0.365795724,0.413727099,0.280898876,0.413747521,0.305353602
Zip,11691,New York,NA,4098,1202,218,5518,1834,371,13,2218,789413209,256409567,20415426,1066238202,450964.5,0.447535383,0.308652246,0.059633028,0.401957231,0.826871055,0.167267809,0.005861136
Zip,11692,New York,NA,1489,553,35,2077,1320,234,15,1569,568184816,157325565,21658607,747168988,436321,0.886501007,0.423146474,0.428571429,0.755416466,0.841300191,0.149139579,0.009560229
Zip,11693,New York,NA,1531,258,25,1814,1412,214,2,1628,564764944,141358203,4581286,710704433,422961.5,0.922273024,0.829457364,0.08,0.897464168,0.867321867,0.131449631,0.001228501
Zip,11694,New York,NA,614,1983,1025,3622,343,1675,697,2715,141895806,1336758962,780371872,2259026640,835274,0.558631922,0.844679778,0.68,0.749585864,0.126335175,0.61694291,0.256721915
Zip,11701,New York,NA,2356,2182,2253,6791,73,494,1129,1696,18801665,169262767,570735386,758799818,417573,0.03098472,0.2263978,0.501109632,0.249742306,0.043042453,0.291273585,0.665683962
Zip,11702,New York,NA,1333,1428,2084,4845,364,453,1162,1979,146759910,221398516,890077051,1258235477,514106,0.273068267,0.317226891,0.557581574,0.408462332,0.183931278,0.228903487,0.587165235
Zip,11704,New York,NA,3501,3450,3365,10316,28,4,128,160,9799611,1627396,61533826,72960833,384162,0.007997715,0.00115942,0.038038633,0.015509888,0.175,0.025,0.8
Zip,11705,New York,NA,30,995,1285,2310,1,37,291,329,208517,16649200,202537837,219395554,543636,0.033333333,0.03718593,0.226459144,0.142424242,0.003039514,0.112462006,0.88449848
Zip,11706,New York,NA,8834,3849,2948,15631,125,149,1305,1579,36888422,53745760,1185791721,1276425903,816110,0.014149875,0.038711354,0.442672999,0.101017209,0.079164028,0.094363521,0.826472451
Zip,11709,New York,NA,785,786,780,2351,369,234,128,731,160155907,132011565,108978917,401146389,507292,0.470063694,0.297709924,0.164102564,0.310931519,0.504787962,0.320109439,0.175102599
Zip,11710,New York,NA,3583,3598,3586,10767,478,429,925,1832,198726460,215380011,654389569,1068496040,538217.5,0.133407759,0.119232907,0.257947574,0.170149531,0.260917031,0.234170306,0.504912664
Zip,11715,New York,NA,534,537,588,1659,58,143,167,368,20033805,55763624,114254733,190052162,416723,0.108614232,0.266294227,0.284013605,0.221820374,0.157608696,0.388586957,0.453804348
Zip,11718,New York,NA,4,28,1046,1078,0,0,135,135,0,0,102243528,102243528,673513,0,0,0.129063098,0.125231911,0,0,1
Zip,11719,New York,NA,387,391,410,1188,81,42,94,217,25788609,15455124,73027236,114270969,365315,0.209302326,0.10741688,0.229268293,0.182659933,0.373271889,0.193548387,0.433179724
Zip,11726,New York,NA,1538,1608,1481,4627,41,86,742,869,10255579,27261329,307471147,344988055,358201,0.026657997,0.053482587,0.501012829,0.187810676,0.047180667,0.098964327,0.853855006
Zip,11730,New York,NA,118,2505,1635,4258,0,2,163,165,0,2176785,202793957,204970742,1153551,0,7.98E-04,0.09969419,0.038750587,0,0.012121212,0.987878788
Zip,11751,New York,NA,408,2347,1327,4082,1,22,424,447,300429,8042653,316595334,324938416,596882,0.00245098,0.009373669,0.319517709,0.109505145,0.002237136,0.049217002,0.948545861
Zip,11757,New York,NA,4218,4237,4225,12680,1666,607,971,3244,503305327,205790899,470911100,1180007326,328618,0.394973921,0.143261742,0.229822485,0.255835962,0.513563502,0.187114673,0.299321825
Zip,11758,New York,NA,5667,5671,5811,17149,621,789,2538,3948,251150215,396802174,1900401949,2548354338,578043,0.109581789,0.139128901,0.436757873,0.230217505,0.157294833,0.199848024,0.642857143
Zip,11762,New York,NA,2484,2479,2458,7421,2,3,121,126,921491,1337304,118878819,121137614,940202,8.05E-04,0.001210165,0.049227014,0.016978844,0.015873016,0.023809524,0.96031746
Zip,11768,New York,NA,2191,2259,3034,7484,61,54,78,193,50253416,58391066,101766174,210410656,1110381,0.027841168,0.023904382,0.025708635,0.025788348,0.316062176,0.279792746,0.404145078
Zip,11769,New York,NA,50,835,1873,2758,16,139,1014,1169,4662097,52776745,535468175,592907017,436294,0.32,0.166467066,0.541377469,0.423857868,0.013686912,0.118905047,0.867408041
Zip,11770,New York,NA,27,16,1034,1077,17,1,771,789,10236669,1298659,654321267,665856595,746989,0.62962963,0.0625,0.745647969,0.732590529,0.021546261,0.001267427,0.977186312
Zip,11772,New York,NA,4048,3974,3910,11932,164,394,617,1175,44554597,122376297,359959105,526889999,323841,0.040513834,0.099144439,0.157800512,0.09847469,0.139574468,0.335319149,0.525106383
Zip,11782,New York,NA,230,1434,3549,5213,3,8,599,610,944763,3088301,409721815,413754879,590197,0.013043478,0.005578801,0.168779938,0.117015154,0.004918033,0.013114754,0.981967213
Zip,11783,New York,NA,2283,2289,2298,6870,458,437,690,1585,177756220,207547675,428587649,813891544,488501,0.200613228,0.190913062,0.300261097,0.230713246,0.288958991,0.275709779,0.43533123
Zip,11793,New York,NA,3405,3449,3463,10317,208,294,335,837,84356553,141272565,223744218,449373336,491830,0.061086637,0.085242099,0.096736933,0.081128235,0.248506571,0.35125448,0.400238949
Zip,11795,New York,NA,72,3554,4499,8125,2,34,1394,1430,507530,20167047,1122310053,1142984630,675436.5,0.027777778,0.009566685,0.309846633,0.176,0.001398601,0.023776224,0.974825175
